date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2023-12-22,3.11,1,,1,['https://www.wkrb13.com/2023/12/22/foster-victor-wealth-advisors-llc-increases-stake-in-realty-income-co-nyseo.html'],['Foster Victor Wealth Advisors Llc Increases Stake In Realty Income Co Nyseo']
2023-12-26,1.63,1,,1,['https://www.fool.com/investing/2023/12/26/2-dividend-stocks-that-will-pay-you-for-life/'],['2 Dividend Stocks That Will Pay You For Life']
2023-12-27,2.25,2,1.61,2,"['https://investorplace.com/2023/12/7-rock-solid-dividend-stocks-to-trust-in-difficult-times/', 'https://finance.yahoo.com/news/3-robinhood-stocks-buy-hold-111500357.html']","['7 Rock Solid Dividend Stocks To Trust In Difficult Times', '3 Robinhood Stocks Buy Hold 111500357']"
2024-01-07,1.32,2,1.74,1,"['https://seekingalpha.com/article/4661486-iron-mountain-expensive-relative-to-other-reits-rating-downgrade', 'https://seekingalpha.com/article/4661487-vici-properties-strong-growth-reit-with-5-percent-yield']","['4661486 Iron Mountain Expensive Relative To Other Reits Rating Downgrade', '4661487 Vici Properties Strong Growth Reit With 5 Percent Yield']"
2024-01-08,2.39,1,,1,['https://finance.yahoo.com/news/2-top-dividend-stocks-buy-173113013.html'],['2 Top Dividend Stocks Buy 173113013']
2024-01-18,2.35,1,,1,['https://seekingalpha.com/news/4055845-peabody-energy-pops-on-move-to-sp-smallcap-600'],['4055845 Peabody Energy Pops On Move To Sp Smallcap 600']
2024-01-19,0.37,1,,1,['https://seekingalpha.com/article/4663632-big-yields-meet-big-trouble'],['4663632 Big Yields Meet Big Trouble']
2024-01-20,-0.81,1,,1,['https://www.marketscreener.com/quote/stock/REALTY-INCOME-CORPORATION-13868/news/Realty-Income-Announces-Expiration-and-Final-Results-of-Exchange-Offer-and-Consent-Solicitations-45779292/'],['Realty Income Announces Expiration And Final Results Of Exchange Offer And Consent Solicitations 45779292']
2024-01-21,1.5,1,,1,['https://247wallst.com/investing/2024/01/21/7-highest-yielding-dividend-aristocrats-like-abbvie-are-the-best-2024-ideas-now/'],['7 Highest Yielding Dividend Aristocrats Like Abbvie Are The Best 2024 Ideas Now']
2024-01-22,1.53,1,,1,['https://seekingalpha.com/article/4664143-vti-not-best-way-to-fund-your-retirement-for-fire'],['4664143 Vti Not Best Way To Fund Your Retirement For Fire']
2024-01-26,1.71,1,,1,['https://invezz.com/news/2024/01/26/id-avoid-realty-income-stock-and-buy-this-etf-instead/'],['Id Avoid Realty Income Stock And Buy This Etf Instead']
2024-01-29,2.41,1,,1,['https://www.etfdailynews.com/2024/01/29/sigma-planning-corp-acquires-2703-shares-of-realty-income-co-nyseo/'],['Sigma Planning Corp Acquires 2703 Shares Of Realty Income Co Nyseo']
2024-02-03,-0.3,1,,1,['https://seekingalpha.com/article/4667225-building-the-ideal-passive-income-snowball-fixing-vym-shortcomings'],['4667225 Building The Ideal Passive Income Snowball Fixing Vym Shortcomings']
2024-02-10,0.0,1,,1,['https://www.fool.com/investing/2024/02/09/1-magnificent-sp-500-dividend-stock-down-36-to-buy/'],['1 Magnificent Sp 500 Dividend Stock Down 36 To Buy']
2024-02-14,-1.64,1,,1,['https://www.marketscreener.com/quote/stock/REALTY-INCOME-CORPORATION-13868/news/644th-Consecutive-Common-Stock-Monthly-Dividend-and-Preferred-Stock-Quarterly-Dividend-Declared-by-R-45943532/'],['644th Consecutive Common Stock Monthly Dividend And Preferred Stock Quarterly Dividend Declared By R 45943532']
2024-02-18,2.18,1,,1,['https://finance.yahoo.com/news/rich-slow-phenomenal-dividend-stocks-103400668.html'],['Rich Slow Phenomenal Dividend Stocks 103400668']
2024-02-21,3.79,1,,1,['https://finance.yahoo.com/news/want-decades-passive-income-3-112900928.html'],['Want Decades Passive Income 3 112900928']
2024-02-22,0.8,1,,1,['https://seekingalpha.com/article/4672280-agree-realty-strong-performance-q4-good-financial-position-rating-upgrade'],['4672280 Agree Realty Strong Performance Q4 Good Financial Position Rating Upgrade']
2024-03-03,-0.9,1,,1,['https://seekingalpha.com/article/4675539-realty-income-the-wrong-and-the-right-reasons-to-de-emphasize-this-reit'],['4675539 Realty Income The Wrong And The Right Reasons To De Emphasize This Reit']
2024-03-17,1.8,1,,1,['https://www.fool.com/investing/2024/03/17/why-i-bought-more-of-these-top-high-yield-dividend/'],['Why I Bought More Of These Top High Yield Dividend']
2024-03-20,1.4,3,2.92,3,"['https://biztoc.com/x/ae88a58439ca7b85', 'https://investorplace.com/market360/2024/03/7-dangerous-dividend-stocks-to-avoid-at-all-costs-march-2024/', 'https://seekingalpha.com/article/4679261-retire-with-6-10-percent-yields-the-more-they-drop-the-more-i-buy']","['Ae88a58439ca7b85', '7 Dangerous Dividend Stocks To Avoid At All Costs March 2024', '4679261 Retire With 6 10 Percent Yields The More They Drop The More I Buy']"
2024-03-22,1.63,1,,1,['https://seekingalpha.com/article/4679399-13-dividend-aristocrat-bargains-yielding-as-much-as-9-percent'],['4679399 13 Dividend Aristocrat Bargains Yielding As Much As 9 Percent']
2024-03-27,2.86,1,,1,['https://seekingalpha.com/article/4680415-realty-income-a-monthly-dividend-champion'],['4680415 Realty Income A Monthly Dividend Champion']
2024-03-28,0.09,1,,1,['https://www.fool.com/investing/2024/03/28/my-2-favorite-stocks-to-buy-right-now/'],['My 2 Favorite Stocks To Buy Right Now']
2024-03-30,1.61,1,,1,['https://seekingalpha.com/article/4681012-magnificent-7-dividend-aristocrats-yield-as-much-as-6-percent'],['4681012 Magnificent 7 Dividend Aristocrats Yield As Much As 6 Percent']
2024-03-31,1.55,1,,1,['https://finance.yahoo.com/news/heres-much-realty-income-stock-091000260.html'],['Heres Much Realty Income Stock 091000260']
2024-04-19,-2.24,1,,1,['https://menafn.com/1108114815/Fridays-Stock-News-After-Five-Straight-Down-Days'],['Fridays Stock News After Five Straight Down Days']
2024-04-23,-0.16,1,,1,['https://www.fool.com/investing/2024/04/23/time-to-pounce-2-ultra-high-yield-reits-are-cheap/'],['Time To Pounce 2 Ultra High Yield Reits Are Cheap']
2024-04-24,2.24,1,,1,['https://finance.yahoo.com/news/3-high-yielding-dividend-stocks-144500902.html'],['3 High Yielding Dividend Stocks 144500902']
2024-05-06,0.0,1,,1,['https://biztoc.com/x/0de97999a75eee0b'],['0de97999a75eee0b']
2024-05-07,1.62,2,0.57,2,"['https://www.themarketsdaily.com/2024/05/06/realty-income-nyseo-trading-0-3-higher.html', 'https://www.morningstar.com/markets/3-stocks-buy-3-stocks-sell-after-earnings']","['Realty Income Nyseo Trading 0 3 Higher', '3 Stocks Buy 3 Stocks Sell After Earnings']"
2024-05-11,-0.04,2,1.14,1,"['https://seekingalpha.com/article/4692024-realty-income-is-much-better-than-its-stock-price-suggests', 'https://seekingalpha.com/news/4104905-real-estate-stocks-continue-to-outperform-broader-markets-with-increased-chances-of-rate-cut']","['4692024 Realty Income Is Much Better Than Its Stock Price Suggests', '4104905 Real Estate Stocks Continue To Outperform Broader Markets With Increased Chances Of Rate Cut']"
2024-05-15,1.27,1,,1,['https://finance.yahoo.com/news/1-wall-street-analyst-thinks-113600227.html'],['1 Wall Street Analyst Thinks 113600227']
2024-05-16,1.41,2,1.25,2,"['https://www.themarketsdaily.com/2024/05/15/oak-hill-wealth-advisors-llc-trims-stock-position-in-realty-income-co-nyseo.html', 'https://seekingalpha.com/article/4693520-retirement-dividend-portfolio-add-these-5-high-yields-to-vym']","['Oak Hill Wealth Advisors Llc Trims Stock Position In Realty Income Co Nyseo', '4693520 Retirement Dividend Portfolio Add These 5 High Yields To Vym']"
2024-05-23,2.64,1,,1,['https://www.fool.com/investing/2024/05/23/want-decades-of-passive-income-3-stocks-to-buy-now/'],['Want Decades Of Passive Income 3 Stocks To Buy Now']
2024-05-26,3.17,1,,1,['https://www.fool.com/investing/2024/05/26/got-1000-here-are-3-magnificent-high-yield-dividen/'],['Got 1000 Here Are 3 Magnificent High Yield Dividen']
2024-06-03,0.23,1,,1,['https://finance.yahoo.com/news/2-high-yield-dividend-etfs-104100546.html'],['2 High Yield Dividend Etfs 104100546']
2024-06-04,3.21,1,,1,['https://www.finanznachrichten.de/nachrichten-2024-06/62403319-realty-income-raises-guidance-for-2024-affo-shr-investment-volume-020.htm'],['62403319 Realty Income Raises Guidance For 2024 Affo Shr Investment Volume 020']
2024-06-05,-1.69,1,,1,['https://seekingalpha.com/article/4697361-wall-street-lunch-bearish-crude'],['4697361 Wall Street Lunch Bearish Crude']
2024-06-15,2.21,1,,1,['https://www.fool.com/investing/2024/06/15/why-i-keep-buying-more-of-this-phenomenal-high-yie/'],['Why I Keep Buying More Of This Phenomenal High Yie']
2024-06-17,3.39,1,,1,['https://www.etfdailynews.com/2024/06/17/klepierre-otcmktsklpef-realty-income-nyseo-financial-review/'],['Klepierre Otcmktsklpef Realty Income Nyseo Financial Review']
2024-06-20,1.9,1,,1,['https://www.wkrb13.com/2024/06/20/adams-asset-advisors-llc-cuts-stake-in-realty-income-co-nyseo.html'],['Adams Asset Advisors Llc Cuts Stake In Realty Income Co Nyseo']
2024-06-25,-0.33,1,,1,['https://seekingalpha.com/article/4700859-very-good-news-for-high-yield-stocks'],['4700859 Very Good News For High Yield Stocks']
2024-06-26,2.34,1,,1,['https://investorplace.com/2024/06/strong-buy-ratings-and-5-dividends-7-stocks-that-will-boost-your-portfolio/'],['Strong Buy Ratings And 5 Dividends 7 Stocks That Will Boost Your Portfolio']
2024-06-28,2.2,1,,1,['https://finance.yahoo.com/news/3-magnificent-p-500-dividend-111200954.html'],['3 Magnificent P 500 Dividend 111200954']
2024-07-01,1.55,2,0.61,1,"['https://www.morningstar.com/stocks/10-top-dividend-stocks-2024-2', 'https://www.morningstar.com/markets/q3-2024-stock-market-outlook-is-ai-stock-trade-over']","['10 Top Dividend Stocks 2024 2', 'Q3 2024 Stock Market Outlook Is Ai Stock Trade Over']"
2024-07-03,3.06,1,,1,['https://finance.yahoo.com/news/2-reits-yielding-6-over-134828296.html'],['2 Reits Yielding 6 Over 134828296']
2024-07-08,1.19,1,,1,['https://finance.yahoo.com/news/best-value-reits-buy-july-171003809.html'],['Best Value Reits Buy July 171003809']
2024-07-11,2.08,1,,1,['https://www.tickerreport.com/banking-finance/12272147/realty-income-nyseo-stock-price-up-0-4-following-dividend-announcement.html'],['Realty Income Nyseo Stock Price Up 0 4 Following Dividend Announcement']
2024-07-14,-8.93,1,,1,['https://biztoc.com/x/c3579a8b4da7c57a'],['C3579a8b4da7c57a']
2024-07-19,2.0,1,,1,['https://www.fool.com/investing/2024/07/19/2-no-brainer-real-estate-stocks-to-buy-with-1000-r/'],['2 No Brainer Real Estate Stocks To Buy With 1000 R']
2024-07-20,-1.21,1,,1,['https://www.fool.com/investing/2024/07/20/realty-income-is-down-so-far-in-2024-but-heres-why/'],['Realty Income Is Down So Far In 2024 But Heres Why']
2024-07-21,1.84,3,0.93,3,"['https://www.dailypolitical.com/2024/07/21/mitsubishi-ufj-trust-banking-corp-boosts-stock-position-in-realty-income-co-nyseo.html', 'https://seekingalpha.com/article/4705222-2-reits-with-significant-insider-buying-could-see-further-upside', 'https://www.wkrb13.com/2024/07/21/mitsubishi-ufj-trust-banking-corp-has-23-38-million-holdings-in-realty-income-co-nyseo.html']","['Mitsubishi Ufj Trust Banking Corp Boosts Stock Position In Realty Income Co Nyseo', '4705222 2 Reits With Significant Insider Buying Could See Further Upside', 'Mitsubishi Ufj Trust Banking Corp Has 23 38 Million Holdings In Realty Income Co Nyseo']"
2024-08-06,0.34,1,,1,['https://www.fool.com/investing/2024/08/06/3-dividend-stocks-to-double-up-on-right-now/'],['3 Dividend Stocks To Double Up On Right Now']
2024-08-19,1.31,1,,1,['https://247wallst.com/investing/2024/08/19/5-sizzling-stocks-under-5-that-pay-massive-ultra-high-yield-dividends/'],['5 Sizzling Stocks Under 5 That Pay Massive Ultra High Yield Dividends']
2024-08-20,1.64,1,,1,['https://www.fool.co.uk/2024/08/20/heres-how-id-aim-to-have-1m-in-stocks-to-generate-50k-a-year-in-passive-income/'],['Heres How Id Aim To Have 1m In Stocks To Generate 50k A Year In Passive Income']
2024-09-03,2.48,1,,1,['https://www.defenseworld.net/2024/09/03/graypoint-llc-buys-372-shares-of-realty-income-co-nyseo.html'],['Graypoint Llc Buys 372 Shares Of Realty Income Co Nyseo']
2024-09-07,0.35,1,,1,['https://www.fool.com/investing/2024/09/07/3-top-dividend-stocks-to-buy-in-september/'],['3 Top Dividend Stocks To Buy In September']
2024-09-09,2.25,1,,1,['https://www.themarketsdaily.com/2024/09/09/first-foundation-advisors-sells-4622-shares-of-realty-income-co-nyseo.html'],['First Foundation Advisors Sells 4622 Shares Of Realty Income Co Nyseo']
2024-09-13,0.42,1,,1,['https://seekingalpha.com/article/4720884-what-i-wish-i-knew-before-becoming-a-stock-picker'],['4720884 What I Wish I Knew Before Becoming A Stock Picker']
2024-09-17,1.08,1,,1,['https://finance.yahoo.com/news/high-yield-realty-income-stock-113500427.html'],['High Yield Realty Income Stock 113500427']
2024-09-23,3.01,2,1.6,1,"['https://247wallst.com/investing/2024/09/23/grab-these-5-sp-500-blue-chips-today-and-you-also-get-the-big-dividends/', 'https://247wallst.com/investing/2024/09/23/get-paid-whether-you-work-or-not-you-can-if-you-buy-these-dividend-stocks/']","['Grab These 5 Sp 500 Blue Chips Today And You Also Get The Big Dividends', 'Get Paid Whether You Work Or Not You Can If You Buy These Dividend Stocks']"
2024-10-02,-2.2,1,,1,['https://www.fool.com/investing/2024/10/02/best-stock-to-buy-right-now-opendoor-technologies/'],['Best Stock To Buy Right Now Opendoor Technologies']
2024-10-13,1.73,1,,1,['https://www.nbcnewyork.com/news/business/money-report/top-wall-street-analysts-prefer-these-dividend-stocks-for-steady-income/5883222/'],['5883222']
2024-10-15,4.86,1,,1,['https://investorplace.com/market360/2024/10/20241014-upgrades-downgrades/'],['20241014 Upgrades Downgrades']
2024-10-16,2.26,2,2.05,2,"['https://biztoc.com/x/e173ac52d5175b21', 'https://seekingalpha.com/article/4726979-reits-very-bond-like']","['E173ac52d5175b21', '4726979 Reits Very Bond Like']"
2024-10-20,1.72,1,,1,['https://www.fool.com/investing/2024/10/20/why-i-keep-buying-more-shares-of-this-amazing-5-yi/'],['Why I Keep Buying More Shares Of This Amazing 5 Yi']
2024-11-05,-0.74,1,,1,['https://www.fool.com.au/2024/11/05/2-magnificent-sp-500-dividend-stocks-down-27-to-51-to-buy-and-hold-forever-usfeed/'],['2 Magnificent Sp 500 Dividend Stocks Down 27 To 51 To Buy And Hold Forever Usfeed']
2024-11-06,-0.89,1,,1,['https://www.zerohedge.com/markets/stocks-rally-and-dollar-dives-us-election-day-newsquawk-us-market-wrap'],['Stocks Rally And Dollar Dives Us Election Day Newsquawk Us Market Wrap']
2024-11-23,2.03,1,,1,['https://finance.yahoo.com/news/realty-income-vs-agree-realty-104900876.html'],['Realty Income Vs Agree Realty 104900876']
2024-12-01,3.85,1,,1,['https://biztoc.com/x/213408d46e7abffb'],['213408d46e7abffb']
2024-12-03,1.88,1,,1,['https://finance.yahoo.com/news/4-top-dividend-stocks-yielding-093500692.html'],['4 Top Dividend Stocks Yielding 093500692']
2024-12-05,0.95,1,,1,['https://finance.yahoo.com/news/fed-cut-interest-rates-heres-104700675.html'],['Fed Cut Interest Rates Heres 104700675']
2024-12-09,0.58,1,,1,['https://investorplace.com/2024/12/5-top-stocks-to-buy-for-2025/'],['5 Top Stocks To Buy For 2025']
2025-01-15,1.92,1,,1,['https://biztoc.com/x/77290163f2a6dadd'],['77290163f2a6dadd']
