date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2023-01-12,-0.3,6,2.04,3,"['https://www.etfdailynews.com/2023/01/12/bd-white-capital-company-llc-purchases-2000-shares-of-tesla-inc-nasdaqtsla/', 'https://www.etfdailynews.com/2023/01/12/tesla-inc-nasdaqtsla-shares-purchased-by-hancock-whitney-corp/', 'https://www.autoevolution.com/news/tesla-s-aggressive-price-cuts-in-china-put-pressure-on-rival-carmakers-208273.html', 'https://wtbx.com/2023/01/12/tesla-delays-plans-to-expand-shanghai-factory-bloomberg-news/', 'https://www.autoevolution.com/news/tesla-moves-closer-to-signing-a-deal-to-build-electric-vehicles-in-indonesia-208282.html', 'https://www.etfdailynews.com/2023/01/12/tesla-inc-nasdaqtsla-shares-acquired-by-crestwood-advisors-group-llc/']","['Bd White Capital Company Llc Purchases 2000 Shares Of Tesla Inc Nasdaqtsla', 'Tesla Inc Nasdaqtsla Shares Purchased By Hancock Whitney Corp', 'Tesla S Aggressive Price Cuts In China Put Pressure On Rival Carmakers 208273', 'Tesla Delays Plans To Expand Shanghai Factory Bloomberg News', 'Tesla Moves Closer To Signing A Deal To Build Electric Vehicles In Indonesia 208282', 'Tesla Inc Nasdaqtsla Shares Acquired By Crestwood Advisors Group Llc']"
2023-01-13,1.3,3,1.65,2,"['https://kelo.com/2023/01/12/tesla-cuts-prices-on-electric-vehicles-for-u-s-market/', 'https://www.torquenews.com/14335/tesla-superchargers-getting-wifi-allowing-cars-do-over-air-updates', 'https://www.torquenews.com/14335/tesla-drastically-reduces-prices-model-3-and-model-y-us-23-drop']","['Tesla Cuts Prices On Electric Vehicles For U S Market', 'Tesla Superchargers Getting Wifi Allowing Cars Do Over Air Updates', 'Tesla Drastically Reduces Prices Model 3 And Model Y Us 23 Drop']"
2023-01-14,-1.97,5,2.06,5,"['https://www.thestreet.com/automotive/heres-the-lowdown-on-price-cuts-by-musks-tesla', 'https://www.investors.com/market-trend/stock-market-today/market-rally-breaks-through-resistance-5-stocks-in-buy-areas-teslas-painful-transition/', 'https://techstory.in/this-tesla-inc-investor-lost-1-5-million-as-the-stock-tumbled-in-market/', 'https://www.caranddriver.com/news/a42489102/tesla-model-3-model-y-evs-prices-cut/', 'https://news.yahoo.com/court-rejects-elon-musk-request-to-move-tesla-shareholder-trial-out-of-san-francisco-171528898.html']","['Heres The Lowdown On Price Cuts By Musks Tesla', 'Market Rally Breaks Through Resistance 5 Stocks In Buy Areas Teslas Painful Transition', 'This Tesla Inc Investor Lost 1 5 Million As The Stock Tumbled In Market', 'Tesla Model 3 Model Y Evs Prices Cut', 'Court Rejects Elon Musk Request To Move Tesla Shareholder Trial Out Of San Francisco 171528898']"
2023-01-15,-1.45,2,2.05,2,"['https://www.torquenews.com/14335/nervous-about-charging-tesla-have-no-fear-there-are-plenty-options', 'https://laois-nationalist.ie/2023/01/14/tesla-slashes-irish-prices-for-its-cars/']","['Nervous About Charging Tesla Have No Fear There Are Plenty Options', 'Tesla Slashes Irish Prices For Its Cars']"
2023-01-16,0.93,2,3.41,2,"['https://www.autoevolution.com/news/right-now-tesla-s-evs-don-t-qualify-for-california-s-clean-vehicle-rebate-208460.html', 'https://wtop.com/national/2023/01/tesla-cuts-vehicle-prices-in-bid-to-boost-flagging-demand/']","['Right Now Tesla S Evs Don T Qualify For California S Clean Vehicle Rebate 208460', 'Tesla Cuts Vehicle Prices In Bid To Boost Flagging Demand']"
2023-01-17,-2.58,13,1.6,12,"['https://oilprice.com/Latest-Energy-News/World-News/US-Tesla-Owners-Fume-About-Massive-Price-Cuts.html', 'https://sfist.com/2023/01/16/musk-heading-to-trial-over-2018-tweets-about-taking-tesla-private-which-he-was-already-fined-for-by-the-sec/', 'https://www.smh.com.au/business/companies/elon-musk-s-next-drama-the-trial-over-his-tweets-about-tesla-20230117-p5cd1t.html', 'https://www.ksby.com/news/national/tesla-cuts-prices-for-its-cars-to-increase-demand', 'https://www.wvasfm.org/business/business/2023-01-17/heres-whats-at-stake-in-elon-musks-tesla-tweet-trial', 'https://www.goskagit.com/news/ap_business/elon-musks-next-drama-a-trial-over-his-tweets-about-tesla/article_c34c2a71-281e-5d25-845d-c9d040f66a0a.html', 'https://www.postregister.com/businessreport/business/elon-musks-next-drama-a-trial-over-his-tweets-about-tesla/article_1853708c-d3d2-523e-a1b8-d4997217bca8.html', 'https://lancasteronline.com/business/nation/elon-musks-next-drama-a-trial-over-his-tweets-about-tesla/article_75b04f10-c731-519b-b882-57d2510a6c07.html', 'https://www.chronicleonline.com/news/national/elon-musks-next-drama-a-trial-over-his-tweets-about-tesla/article_aecaf816-d3de-548c-a2ef-d8f224998027.html', 'https://economictimes.indiatimes.com/tech/technology/tesla-elon-musk-face-trial-in-shareholder-case-over-2018-tweets/articleshow/97057866.cms', 'http://www.msn.com/en-us/money/companies/elon-musks-next-drama-a-trial-over-his-tweets-about-tesla/ar-AA16r1fi', 'https://www.streetinsider.com/Reuters/Chinese+EV+maker+Xpeng+joins+Tesla,+Seres+in+price+cuts/21074633.html', 'https://www.streetinsider.com/Analyst+Comments/Analysts+slash+estimates,+stock+targets+on+Tesla+(TSLA)+stock+after+price+cuts/21075474.html']","['Us Tesla Owners Fume About Massive Price Cuts', 'Musk Heading To Trial Over 2018 Tweets About Taking Tesla Private Which He Was Already Fined For By The Sec', 'Elon Musk S Next Drama The Trial Over His Tweets About Tesla 20230117 P5cd1t', 'Tesla Cuts Prices For Its Cars To Increase Demand', 'Heres Whats At Stake In Elon Musks Tesla Tweet Trial', 'Article C34c2a71 281e 5d25 845d C9d040f66a0a', 'Article 1853708c D3d2 523e A1b8 D4997217bca8', 'Article 75b04f10 C731 519b B882 57d2510a6c07', 'Article Aecaf816 D3de 548c A2ef D8f224998027', '97057866.cms', 'Ar Aa16r1fi', '21074633', '21075474']"
2023-01-18,-2.11,8,2.92,8,"['https://wtmj.com/ap-news/2023/01/17/jury-selected-for-elon-musk-trial-about-tesla-buyout-tweets/', 'https://www.ndtv.com/world-news/trial-over-elon-musks-2018-tesla-tweet-begins-3701562', 'https://www.torquenews.com/15475/tesla-s-new-autopilot-hw4-benefits-cost-reduction-and-enhanced-processing-power', 'https://www.2news.com/news/national/jury-selected-for-elon-musk-trial-about-tesla-buyout-tweets/article_046a65a2-8c93-5248-84cb-c58aa62d0b00.html', 'https://www.itemonline.com/texas/opening-statements-begin-in-elon-musk-tesla-tweets-trial/article_f8c812c7-d1f2-5632-a162-cb9c9a6518bf.html', 'https://www.wenatcheeworld.com/arena/finance/cybertruck-could-boost-revenue-says-big-tesla-investor/article_13946d06-3e5f-5ace-8d37-34e20725a43b.html', 'https://www.theguardian.com/technology/2023/jan/18/elon-musk-tesla-trial-opening-argument-shareholders', 'https://cleantechnica.com/2023/01/18/will-teslas-cybertruck-end-big-tech-minimalism/']","['Jury Selected For Elon Musk Trial About Tesla Buyout Tweets', 'Trial Over Elon Musks 2018 Tesla Tweet Begins 3701562', 'Tesla S New Autopilot Hw4 Benefits Cost Reduction And Enhanced Processing Power', 'Article 046a65a2 8c93 5248 84cb C58aa62d0b00', 'Article F8c812c7 D1f2 5632 A162 Cb9c9a6518bf', 'Article 13946d06 3e5f 5ace 8d37 34e20725a43b', 'Elon Musk Tesla Trial Opening Argument Shareholders', 'Will Teslas Cybertruck End Big Tech Minimalism']"
2023-01-19,-0.01,7,2.53,6,"['https://seekingalpha.com/article/4570669-tesla-price-cuts-significantly-increased-demand-here-is-the-evidence', 'https://www.ksl.com/article/50560153/elon-musk-depicted-as-liar-visionary-in-tesla-tweet-trial', 'https://www.latimes.com/business/story/2023-01-18/musk-tesla-trial', 'https://www.prnewswire.com:443/news-releases/tesla-consideration-spikes-in-response-to-price-cuts-according-to-edmunds-data-301726110.html', 'https://finance.yahoo.com/news/tesla-consideration-spikes-response-price-173000019.html', 'https://www.torquenews.com/1/teslas-dismal-inventory-shortfall-implications-1q-vehicle-volume', 'https://www.torquenews.com/1/tesla-making-big-change-eu-supercharging-france-see-new-peak-hour-rate']","['4570669 Tesla Price Cuts Significantly Increased Demand Here Is The Evidence', 'Elon Musk Depicted As Liar Visionary In Tesla Tweet Trial', 'Musk Tesla Trial', 'Tesla Consideration Spikes In Response To Price Cuts According To Edmunds Data 301726110', 'Tesla Consideration Spikes Response Price 173000019', 'Teslas Dismal Inventory Shortfall Implications 1q Vehicle Volume', 'Tesla Making Big Change Eu Supercharging France See New Peak Hour Rate']"
2023-01-20,0.89,7,2.08,4,"['https://www.autoblog.com/2023/01/19/tesla-price-cuts-trigger-surge-in-buyer-interest/', 'https://www.autoevolution.com/news/financed-a-tesla-before-the-massive-discounts-here-s-the-smartest-thing-you-can-do-now-208798.html', 'https://www.torquenews.com/14335/tesla-takes-quality-control-next-level-fremont-what-they-are-doing', 'https://www.torquenews.com/comment/reply/47350', 'https://news.yahoo.com/tesla-keep-blowing-minds-despite-161936571.html', 'https://www.torquenews.com/14335/frito-lay-shows-its-new-tesla-semis-how-many-does-it-have-now', 'https://www.torquenews.com/15475/tesla-cybertruck-expected-deliver-10000-units-end-2023']","['Tesla Price Cuts Trigger Surge In Buyer Interest', 'Financed A Tesla Before The Massive Discounts Here S The Smartest Thing You Can Do Now 208798', 'Tesla Takes Quality Control Next Level Fremont What They Are Doing', '47350', 'Tesla Keep Blowing Minds Despite 161936571', 'Frito Lay Shows Its New Tesla Semis How Many Does It Have Now', 'Tesla Cybertruck Expected Deliver 10000 Units End 2023']"
2023-01-21,-2.26,10,2.18,10,"['https://www.cbsnews.com/news/elon-musk-funding-secured-tweet-witness-stand-tesla-trial/', 'https://www.khaleejtimes.com/world/musk-expected-to-take-stand-as-trial-resumes-over-tesla-tweet', 'https://www.aljazeera.com/economy/2023/1/20/musk-on-trial-says-his-tweets-dont-always-affect-tesla-stock', 'https://www.valuewalk.com/does-a-price-cut-for-tesla-vehicles-mean-the-same-for-tsla-stock/', 'https://www.somerset-kentucky.com/ap/business/elon-musk-takes-witness-stand-to-defend-tesla-buyout-tweets/article_02704aca-e814-535c-9360-eccc583b6491.html', 'https://www.kunm.org/npr-news/2023-01-21/elon-musk-takes-the-witness-stand-to-defend-his-tesla-buyout-tweets', 'https://www.thestar.com.my/aseanplus/aseanplus-news/2023/01/21/vietnam-ev-maker-vinfast-plans-promotions-in-response-to-tesla-price-cuts', 'https://www.telegraphindia.com/business/just-because-i-tweet-something-elon-musk-downplays-impact-of-tweets-in-tesla-trial/cid/1911331', 'https://www.autoblog.com/2023/01/21/another-tesla-semi-was-spotted-apparently-broken-down-on-the-side-of-the-road/', 'https://www.abcactionnews.com/news/national/elon-musk-takes-witness-stand-to-defend-tesla-buyout-tweets']","['Elon Musk Funding Secured Tweet Witness Stand Tesla Trial', 'Musk Expected To Take Stand As Trial Resumes Over Tesla Tweet', 'Musk On Trial Says His Tweets Dont Always Affect Tesla Stock', 'Does A Price Cut For Tesla Vehicles Mean The Same For Tsla Stock', 'Article 02704aca E814 535c 9360 Eccc583b6491', 'Elon Musk Takes The Witness Stand To Defend His Tesla Buyout Tweets', 'Vietnam Ev Maker Vinfast Plans Promotions In Response To Tesla Price Cuts', '1911331', 'Another Tesla Semi Was Spotted Apparently Broken Down On The Side Of The Road', 'Elon Musk Takes Witness Stand To Defend Tesla Buyout Tweets']"
2023-01-22,-2.93,1,,1,['https://www.stardem.com/business/ap_business/elon-musk-takes-witness-stand-to-defend-tesla-buyout-tweets/article_0c471a60-78c0-5ea5-a3a3-07c7fc1c5d08.html'],['Article 0c471a60 78c0 5ea5 A3a3 07c7fc1c5d08']
2023-01-24,-0.35,13,1.41,12,"['https://www.castanet.net/news/Business/407778/Elon-Musk-defends-his-tweets-about-taking-Tesla-private', 'https://buffalonews.com/lifestyles/technology/elon-musk-tweets-about-taking-tesla-private-werent-fraud/article_7e2e7090-0d72-5add-b21d-4f40d25052fd.html', 'https://www.boston.com/news/technology/2023/01/23/elon-musk-tweets-about-taking-tesla-private-werent-fraud/', 'https://www.wpbf.com/article/elon-musk-lawsuit-tweets-about-taking-tesla-private/42626146', 'https://www.bloomberg.com/news/articles/2023-01-24/elon-musk-says-proxy-advisors-hold-too-much-sway-in-stock-market', 'https://www.investing.com/news/stock-market-news/musk-to-return-to-stand-in-fraud-trial-over-2018-tesla-tweet-2985739', 'https://cleantechnica.com/2023/01/23/tesla-50hz-to-provide-40-mw-of-rooftop-solar-to-element-industrial-in-romania/', 'https://www.couriernews.com/news/business/elon-musk-tweets-about-taking-tesla-private-werent-fraud/article_5f3f8d23-f02d-5e05-81bb-0db36ae8fd74.html', 'https://markets.businessinsider.com/news/stocks/tesla-stock-outlook-elon-musk-earnings-q4-gene-munster-deepwater-2023-1', 'https://markets.businessinsider.com/news/stocks/elon-musk-spacex-stock-tesla-private-funding-secured-tweet-2023-1', 'https://www.coinspeaker.com/musk-2018-tweets-tesla-private-saudi/', 'https://www.ibtimes.co.uk/teslas-slowing-sales-shrinking-margins-focus-ev-price-war-1711736', 'https://www.forbes.com/sites/dereksaul/2023/01/24/elon-musk-trial-tesla-ceo-says-i-thought-i-was-doing-the-right-thing-in-testimony-over-tweet/']","['Elon Musk Defends His Tweets About Taking Tesla Private', 'Article 7e2e7090 0d72 5add B21d 4f40d25052fd', 'Elon Musk Tweets About Taking Tesla Private Werent Fraud', '42626146', 'Elon Musk Says Proxy Advisors Hold Too Much Sway In Stock Market', 'Musk To Return To Stand In Fraud Trial Over 2018 Tesla Tweet 2985739', 'Tesla 50hz To Provide 40 Mw Of Rooftop Solar To Element Industrial In Romania', 'Article 5f3f8d23 F02d 5e05 81bb 0db36ae8fd74', 'Tesla Stock Outlook Elon Musk Earnings Q4 Gene Munster Deepwater 2023 1', 'Elon Musk Spacex Stock Tesla Private Funding Secured Tweet 2023 1', 'Musk 2018 Tweets Tesla Private Saudi', 'Teslas Slowing Sales Shrinking Margins Focus Ev Price War 1711736', 'Elon Musk Trial Tesla Ceo Says I Thought I Was Doing The Right Thing In Testimony Over Tweet']"
2023-01-25,-1.89,10,1.5,9,"['https://www.gazette-news.co.uk/news/national/23273760.elon-musk-no-ill-motive-tweet-tesla-buyout/', 'https://www.oann.com/tech/tesla-to-invest-over/', 'https://www.yakimaherald.com/news/nation_and_world/business/elon-musk-defiantly-defends-himself-in-tesla-tweet-trial/article_7fcd7119-dee8-5d87-adb4-feedc42e04c1.html', 'https://www.devdiscourse.com/article/headlines/2331051-musk-ends-funding-secured-testimony-without-citing-binding-tesla-deal', 'https://www.streetinsider.com/Corporate+News/Tesla+invests+$3.6+billion+to+expand+Nevada+complex+with+two+factories/21108462.html', 'https://www.thesunchronicle.com/news/nation_world/elon-musk-defiantly-defends-himself-in-tesla-tweet-trial/article_23fbfe0d-a6bb-5b62-8ae9-1772224d5dd4.html', 'https://www.jacksonprogress-argus.com/arena/elon-musk-claims-a-letter-from-cathie-wood-drastically-altered-teslas-future/article_faa78e6c-72da-5930-b936-b46671b94175.html', 'https://www.terracestandard.com/entertainment/elon-musk-defiantly-defends-himself-in-tesla-tweet-trial/', 'https://www.torquenews.com/1/tesla-4680-changing-game-again-elon-musk-confirms-4680-battery-cells-power-more-just-cars', 'https://www.torquenews.com/14335/some-biggest-concerns-tesla']","['23273760.elon Musk No Ill Motive Tweet Tesla Buyout', 'Tesla To Invest Over', 'Article 7fcd7119 Dee8 5d87 Adb4 Feedc42e04c1', '2331051 Musk Ends Funding Secured Testimony Without Citing Binding Tesla Deal', '21108462', 'Article 23fbfe0d A6bb 5b62 8ae9 1772224d5dd4', 'Article Faa78e6c 72da 5930 B936 B46671b94175', 'Elon Musk Defiantly Defends Himself In Tesla Tweet Trial', 'Tesla 4680 Changing Game Again Elon Musk Confirms 4680 Battery Cells Power More Just Cars', 'Some Biggest Concerns Tesla']"
2023-01-26,-0.32,21,1.22,19,"['https://www.mynspr.org/2023-01-25/teslas-profits-soared-to-a-record-but-challenges-are-mounting', 'https://www.clactonandfrintongazette.co.uk/news/national/23276838.tesla-says-fourth-quarter-profit-rose-59/', 'https://asia.nikkei.com/Business/Automobiles/Tesla-earnings-beat-estimates-on-record-quarterly-deliveries', 'https://www.nevadaappeal.com/news/2023/jan/25/tesla-announces-36-billion-investment-in-electric-semi-truck-manufacturing-in-northern-nevada/', 'http://www.metro.us/elon-musks-tweeting-style-seizes-spotlight-in-tesla-trial/', 'https://www.elpasoinc.com/tesla-reports-record-income-confirms-nevada-truck-expansion/article_eee46095-12b2-5c25-8ea5-dbea21376805.html', 'https://news.yahoo.com/musk-outlines-teslas-recession-playbook-050036540.html', 'https://www.devdiscourse.com/article/headlines/2332261-musk-outlines-teslas-recession-playbook-claw-back-costs', 'https://muscatinejournal.com/lifestyles/technology/tesla-reports-record-income-confirms-nevada-truck-expansion/article_2d483ae9-3faf-54b3-b052-2d467f519c22.html', 'https://www.caledonianrecord.com/news/national/tesla-will-invest-3-6b-in-nevada-truck-factory-expansion/article_b96cc78f-c6b7-5aed-bc32-4d44ef66cafa.html', 'https://news.yahoo.com/tesla-stock-pops-as-worst-case-scenario-fears-subside-110611452.html', 'https://www.morningstar.com/news/dow-jones/202301263009/north-american-morning-briefing-tech-in-focus-after-tesla-bounce-gdp-data-eyed', 'https://www.fdiintelligence.com/content/news/fdi-roundup-tesla-splurges-on-nevada-gigafactory-italys-eni-on-libyan-gas-veolia-helps-uae-recycle-81942', 'http://www.msn.com/en-nz/news/other/elon-musk-tesla-cybertruck-will-enter-production-this-summer/ar-AA16KMyV', 'https://www.pcmag.com/news/tesla-cybertruck-mass-production-slips-to-2024', 'https://www.news-daily.com/arena/tesla-stocks-soars-as-bullish-musk-pushes-case-for-big-2023-gains-after-q4-earnings/article_c1cc757f-a780-571c-a2bf-6bcacc8228d6.html', 'https://economictimes.indiatimes.com/tech/technology/elon-musks-tweeting-style-seizes-spotlight-in-tesla-trial/articleshow/97346974.cms', 'https://www.news-daily.com/arena/stocks-mixed-ahead-of-gdp-data-tesla-ibm-intel-chevron-in-focus---five/article_b1f16dc8-f3a1-5687-832f-536ad8047c32.html', 'https://www.fool.com/investing/2023/01/26/teslas-earnings-report-reveals-2-major-catalysts/', 'https://jalopnik.com/im-shocked-to-report-tesla-cybertruck-mass-production-i-1850034709', 'https://www.forbes.com/sites/petercohan/2023/01/26/tesla-growth-slows-margins-fall-as-elon-musk-talks-too-much-twitter/']","['Teslas Profits Soared To A Record But Challenges Are Mounting', '23276838.tesla Says Fourth Quarter Profit Rose 59', 'Tesla Earnings Beat Estimates On Record Quarterly Deliveries', 'Tesla Announces 36 Billion Investment In Electric Semi Truck Manufacturing In Northern Nevada', 'Elon Musks Tweeting Style Seizes Spotlight In Tesla Trial', 'Article Eee46095 12b2 5c25 8ea5 Dbea21376805', 'Musk Outlines Teslas Recession Playbook 050036540', '2332261 Musk Outlines Teslas Recession Playbook Claw Back Costs', 'Article 2d483ae9 3faf 54b3 B052 2d467f519c22', 'Article B96cc78f C6b7 5aed Bc32 4d44ef66cafa', 'Tesla Stock Pops As Worst Case Scenario Fears Subside 110611452', 'North American Morning Briefing Tech In Focus After Tesla Bounce Gdp Data Eyed', 'Fdi Roundup Tesla Splurges On Nevada Gigafactory Italys Eni On Libyan Gas Veolia Helps Uae Recycle 81942', 'Ar Aa16kmyv', 'Tesla Cybertruck Mass Production Slips To 2024', 'Article C1cc757f A780 571c A2bf 6bcacc8228d6', '97346974.cms', 'Article B1f16dc8 F3a1 5687 832f 536ad8047c32', 'Teslas Earnings Report Reveals 2 Major Catalysts', 'Im Shocked To Report Tesla Cybertruck Mass Production I 1850034709', 'Tesla Growth Slows Margins Fall As Elon Musk Talks Too Much Twitter']"
