date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2015-03-08,-0.51,1,,1,['http://www.nasdaq.com/article/why-tesla-motors-inc-wont-pay-for-advertising-in-2015-cm452055'],['Why Tesla Motors Inc Wont Pay For Advertising In 2015 Cm452055']
2015-03-09,2.03,1,,1,['http://seekingalpha.com/article/2985516-entrance-into-energy-storage-a-boon-for-sunedison'],['2985516 Entrance Into Energy Storage A Boon For Sunedison']
2015-03-10,-0.81,3,1.4,3,"['http://www.sfgate.com/business/article/Alcoa-and-General-Motors-are-big-market-movers-6123964.php', 'http://www.theaustralian.com.au/business/latest/tesla-running-out-of-charge-in-china/story-e6frg90f-1227256306855?nk=df841857505255e7d5989027729d74fd', 'http://www.straitstimes.com/news/business/markets/story/wall-street-rebounds-deal-activity-20150310']","['Alcoa And General Motors Are Big Market Movers 6123964.php', 'Story E6frg90f 1227256306855?nk=df841857505255e7d5989027729d74fd', 'Wall Street Rebounds Deal Activity 20150310']"
2015-03-11,1.04,1,,1,['http://www.businesstimes.com.sg/technology/panasonic-comeback-seen-in-biggest-sale-to-japans-institutional-investors-since-2011'],['Panasonic Comeback Seen In Biggest Sale To Japans Institutional Investors Since 2011']
2015-03-13,-0.97,1,,1,['http://in.reuters.com/article/2015/03/13/tesla-management-idINL1N0WF15T20150313'],['Tesla Management Idinl1n0wf15t20150313']
2015-03-16,-0.08,2,0.11,2,"['http://www.contracostatimes.com/business/ci_27720344/solarcity-launches-microgrids-tesla-batteries-protect-communities-from', 'http://www.forbes.com/sites/greatspeculations/2015/03/16/teslas-lithium-supply-constraints-might-hamper-its-growth/']","['Solarcity Launches Microgrids Tesla Batteries Protect Communities From', 'Teslas Lithium Supply Constraints Might Hamper Its Growth']"
2015-03-17,-2.11,4,1.28,4,"['http://kticradio.com/abc_business/elon-musk-promises-to-end-tesla-drivers-biggest-fear-abcid35272420/', 'http://www.ottawaradio.net/Elon-Musk-Promises-to-End-Tesla-Drivers-Biggest-Fe/21158670', 'http://philadelphia.cbslocal.com/2015/03/17/new-jersey-senate-passes-tesla-car-sale-bill/', 'http://www.cbsnews.com/news/tesla-stock-rises-elon-musk-tweet-range-anxiety/']","['Elon Musk Promises To End Tesla Drivers Biggest Fear Abcid35272420', '21158670', 'New Jersey Senate Passes Tesla Car Sale Bill', 'Tesla Stock Rises Elon Musk Tweet Range Anxiety']"
2015-03-18,-0.05,2,0.46,2,"['http://www.contracostatimes.com/business/ci_27729588/biz-break-oracle-points-race-salesforce-cloud-transition', 'http://www.marketwatch.com/story/tesla-wants-you-to-have-one-of-its-batteries-2015-03-18']","['Biz Break Oracle Points Race Salesforce Cloud Transition', 'Tesla Wants You To Have One Of Its Batteries 2015 03 18']"
2015-03-20,-1.38,8,1.39,8,"['http://www.themercury.com.au/tesla-reveals-plans-to-connect-whole-of-australia/story-fnj3twbb-1227270709352', 'http://fremonttribune.com/business/business-highlights/article_6a87772f-49a3-54c2-acef-28eaff455cc3.html', 'http://www.perthnow.com.au/business/breaking-news/tesla-reveals-plans-to-connect-whole-of-australia/story-fnn9c0ha-1227270709352?nk=5b5acf116cda68689a8e3a3cefbe63d1', 'http://www.theaustralian.com.au/business/latest/tesla-reveals-plans-to-connect-whole-of-australia/story-e6frg90f-1227270709352?nk=9c46693bfdd21fe13f2bc08a046cfac9', 'http://www.msn.com/en-us/money/markets/stocks-mixed-as-the-fed-bounce-fades/ar-BBisMob', 'http://www.winonadailynews.com/business/business-highlights/article_6031c871-2d4d-5acd-94d7-214f64e86365.html', 'http://www.paherald.sk.ca/Canada---World/Society/2015-03-19/article-4082898/Business-Highlights/1', 'http://www.pcadvisor.co.uk/news/tech-industry/3604898/teslas-elon-musk-says-driving-may-someday-be-illegal/']","['Story Fnj3twbb 1227270709352', 'Article 6a87772f 49a3 54c2 Acef 28eaff455cc3', 'Story Fnn9c0ha 1227270709352?nk=5b5acf116cda68689a8e3a3cefbe63d1', 'Story E6frg90f 1227270709352?nk=9c46693bfdd21fe13f2bc08a046cfac9', 'Ar Bbismob', 'Article 6031c871 2d4d 5acd 94d7 214f64e86365', '1', 'Teslas Elon Musk Says Driving May Someday Be Illegal']"
2015-03-21,-0.62,3,0.51,3,"['http://beijingtoday.com.cn/2015/03/tesla-falls-flat-on-first-year-in-the-china-market/', 'http://www.mrtopstep.com/saudi-oil-adviser-reveals-why-opec-didnt-cut-oil-production-last-november/', 'http://www.nasdaq.com/article/will-cheap-oil-prices-cause-tesla-motors-inc-to-tumble-cm457335']","['Tesla Falls Flat On First Year In The China Market', 'Saudi Oil Adviser Reveals Why Opec Didnt Cut Oil Production Last November', 'Will Cheap Oil Prices Cause Tesla Motors Inc To Tumble Cm457335']"
2015-03-23,1.69,2,0.92,2,"['https://in.finance.yahoo.com/news/analyst-tesla-standard-bipolar-debate-113911309.html', 'http://business-news.thestreet.com/thestreet/story/heres-what-it-looks-like-inside-teslas-massive-factory/13087620']","['Analyst Tesla Standard Bipolar Debate 113911309', '13087620']"
2015-03-25,1.32,1,,1,['http://www.benchmarkmonitor.com/an-investor-purchased-tesla-motors-inc-nasdaqtsla-retail-showroom-in-4-5-million-located-in-brentwood-california/184885/'],['184885']
2015-03-26,-0.35,1,,1,['http://www.dailymail.co.uk/wires/afp/article-3011720/US-stocks-sink-Nasdaq-drops-2-4.html'],['Us Stocks Sink Nasdaq Drops 2 4']
2015-03-27,1.15,4,1.62,4,"['http://www.bizjournals.com/sanjose/news/2015/03/26/teslas-down-so-is-it-time-to-jump-ship-or-get-on.html', 'http://www.azernews.az/bloomberg/79509.html', 'http://www.gaininggreen.com/active-stocks-reeds-nysemktreed-denbury-resources-nysednr-tesla-motors-inc-nasdaqtsla-yingli-green-energy-holding-nyseyge-oxigene-nasdaqoxgn/1264154/', 'http://www.benzinga.com/analyst-ratings/analyst-color/15/03/5363606/trip-chowdhry-weighs-in-on-teslas-supply-worries']","['Teslas Down So Is It Time To Jump Ship Or Get On', '79509', '1264154', 'Trip Chowdhry Weighs In On Teslas Supply Worries']"
2015-03-28,-4.32,1,,1,['http://seekingalpha.com/article/3034906-elon-musks-statement-on-chinese-scalpers-contradict-tesla-spokesman'],['3034906 Elon Musks Statement On Chinese Scalpers Contradict Tesla Spokesman']
2015-03-30,-0.14,12,1.28,6,"['http://www.techsonian.com/melting-stocks-denbury-resources-dnr-gilead-sciences-gild-tesla-motors-tsla-qualcomm-qcom/12445340/', 'http://finance.yahoo.com/news/teslas-isnt-unveiling-battery-homes-174041508.html', 'http://finance.yahoo.com/news/tesla-shares-climb-musk-tweets-172851465.html', 'http://www.4-traders.com/TESLA-MOTORS-INC-6344549/news/CEO-Musk-upbeat-about-Teslas-future-in-China-tweets-20111788/', 'https://es.noticias.yahoo.com/ceo-musk-upbeat-teslas-future-china-tweets-173652301--finance.html', 'https://au.news.yahoo.com/world/a/26870896/ceo-musk-upbeat-about-teslas-future-in-china-tweets/', 'http://finance.yahoo.com/news/ceo-musk-upbeat-teslas-future-173652542.html', 'http://www.bloomberg.com/news/articles/2015-03-30/tesla-shares-climb-after-musk-tweets-about-new-product-line', 'http://www.4-traders.com/business-leaders/Elon-Musk-1364/news/CEO-Musk-upbeat-about-Teslas-future-in-China-tweets--20111787/', 'http://www.huffingtonpost.com/2015/03/30/elon-musk-new-tesla-product_n_6970520.html', 'http://news.yahoo.com/ceo-musk-upbeat-teslas-future-china-tweets-173644007--finance.html', 'http://www.businessinsider.com/this-is-going-to-be-teslas-new-product-line-2015-3']","['12445340', 'Teslas Isnt Unveiling Battery Homes 174041508', 'Tesla Shares Climb Musk Tweets 172851465', 'Ceo Musk Upbeat About Teslas Future In China Tweets 20111788', 'Ceo Musk Upbeat Teslas Future China Tweets 173652301 Finance', 'Ceo Musk Upbeat About Teslas Future In China Tweets', 'Ceo Musk Upbeat Teslas Future 173652542', 'Tesla Shares Climb After Musk Tweets About New Product Line', 'Ceo Musk Upbeat About Teslas Future In China Tweets 20111787', 'Elon Musk New Tesla Product N 6970520', 'Ceo Musk Upbeat Teslas Future China Tweets 173644007 Finance', 'This Is Going To Be Teslas New Product Line 2015 3']"
2015-03-31,-0.62,2,1.18,2,"['http://www.microcapobserver.com/tesla-shares-rise-3-on-elon-musks-tweet-about-new-product-that-is-not-a-car-is-it-a-motorcycle/237103/', 'http://www.ktbb.com/post/?p=338446']","['237103', '?p=338446']"
2015-04-01,2.24,1,,1,['http://www.paloaltoonline.com/news/2015/04/01/world-ambassadors-get-a-glimpse-into-the-future-at-tesla'],['World Ambassadors Get A Glimpse Into The Future At Tesla']
2015-04-02,-0.15,4,2.29,4,"['https://ca.finance.yahoo.com/news/tesla-shares-boost-april-fools-press-release-214733432--finance.html', 'http://www.mercurynews.com/60-second-business-break/ci_27831300/biz-break-godaddy-goes-big-wall-street-debut', 'http://www.artslant.com/ind/articles/show/42536', 'http://www.orovillemr.com/general-news/20150401/facebook-tesla-airbnb-host-worlds-ambassadors-for-crash-course-in-silicon-valley-culture']","['Tesla Shares Boost April Fools Press Release 214733432 Finance', 'Biz Break Godaddy Goes Big Wall Street Debut', '42536', 'Facebook Tesla Airbnb Host Worlds Ambassadors For Crash Course In Silicon Valley Culture']"
2015-04-03,-1.8,3,0.93,3,"['http://www.dailydemocrat.com/general-news/20150402/biz-break-apple-reportedly-joins-google-and-facebook-in-europes-cross-hairs/4', 'http://www.marketwatch.com/story/tesla-delivers-10030-vehicles-in-first-quarter-2015-04-03-134853827', 'http://gantdaily.com/2015/04/03/tesla-sales-hit-new-record/']","['4', 'Tesla Delivers 10030 Vehicles In First Quarter 2015 04 03 134853827', 'Tesla Sales Hit New Record']"
2015-04-04,-0.09,1,,1,['http://www.theaustralian.com.au/business/latest/tesla-books-record-quarter/story-e6frg90f-1227290843387?nk=d6e9c7f009b107b14f2c752b2cee1e75'],['Story E6frg90f 1227290843387?nk=d6e9c7f009b107b14f2c752b2cee1e75']
2015-04-05,0.0,1,,1,['http://dunyanews.tv/index.php/en/Technology/271993-Tesla-says-delivered-record-10030-cars-in-first-q'],['271993 Tesla Says Delivered Record 10030 Cars In First Q']
2015-04-06,0.29,7,1.83,6,"['http://www.businessinsider.com/tesla-transparency-quarterly-deliveries-report-2015-4', 'https://www.wallstreet.org/2015/04/tesla-motors-inc-nasdaqtsla-accelerated-1-82-in-its-early-trading-session/1411456.html', 'http://economictimes.indiatimes.com/markets/stocks/news/wall-street-gains-as-weak-jobs-data-seen-delaying-fed-rate-rise/articleshow/46829020.cms', 'https://en-maktoob.news.yahoo.com/wall-streets-biggest-tesla-bear-173152338.html', 'http://www.businessinsider.com.au/bank-of-americas-john-lovallo-on-tesla-2015-4', 'https://au.finance.yahoo.com/news/us-stocks-edge-higher-poor-042945486.html', 'http://dcinno.streetwise.co/2015/04/06/elon-musk-wont-worry-about-w-virginias-tesla-tsla-ban/']","['Tesla Transparency Quarterly Deliveries Report 2015 4', '1411456', '46829020.cms', 'Wall Streets Biggest Tesla Bear 173152338', 'Bank Of Americas John Lovallo On Tesla 2015 4', 'Us Stocks Edge Higher Poor 042945486', 'Elon Musk Wont Worry About W Virginias Tesla Tsla Ban']"
2015-04-07,1.41,6,1.97,6,"['http://www.theaustralian.com.au/business/markets/wall-street-jumps-on-oil-dollar/story-e6frg916-1227293683020?nk=8fb53cdde6cc751241614bce697204ee', 'http://www.reuters.com/article/2015/04/06/markets-stocks-usa-idUSL2N0X31Y720150406', 'http://cleantechnica.com/2015/04/05/ah-investors-or-more-specifically-tesla-investors/', 'http://stream.marketwatch.com/story/markets/SS-4-4/SS-4-80523/', 'http://cdanews.com/2015/04/west-virginia-governor-blocks-tesla-motors/', 'https://www.wallstreet.org/2015/04/can-tesla-motors-inc-nasdaq-tsla-deliver-55000-cars-this-year/1411483.html']","['Story E6frg916 1227293683020?nk=8fb53cdde6cc751241614bce697204ee', 'Markets Stocks Usa Idusl2n0x31y720150406', 'Ah Investors Or More Specifically Tesla Investors', 'Ss 4 80523', 'West Virginia Governor Blocks Tesla Motors', '1411483']"
2015-04-08,2.06,12,1.34,12,"['http://www.greenfieldreporter.com/view/story/d4e2e87469c346cf95cc016d1217471a/US--Tesla-Model-S-Changes', 'http://www.ktar.com/23/1823538/Tesla-boosts-range-power-and-price-of-lowend-Model-S', 'http://money.cnn.com/2015/04/08/autos/tesla-model-s-70d/', 'http://www.contracostatimes.com/california/ci_27871007/tesla-boosts-range-power-and-price-low-end', 'http://www.chicoer.com/business/20150408/tesla-boosts-range-power-and-price-of-low-end-model-s', 'http://www.abc-7.com/story/28747718/tesla-introduces-new-75000-car-the-model-s-70d', 'http://www.valuewalk.com/2015/04/tesla-model-s-crash-mazda-6/', 'http://kdhnews.com/business/technology/tesla-boosts-range-power-and-price-of-low-end-model/article_5ad3910c-d32f-5f7d-b4fd-d8235c86b3b2.html', 'http://www.chron.com/news/article/Tesla-boosts-range-power-and-price-of-low-end-6185948.php', 'http://www.tylerpaper.com/TP-News+National/217289/tesla-boosts-range-power-and-price-of-model-s-electric-car', 'http://www.paradisepost.com/general-news/20150407/biz-break-informatica-gets-53-billion-as-silicon-valley-private-equity-deals-hit-new-peak/3', 'https://nz.finance.yahoo.com/news/survive-market-youre-inventing-173000416.html']","['Us Tesla Model S Changes', 'Tesla Boosts Range Power And Price Of Lowend Model S', 'Tesla Model S 70d', 'Tesla Boosts Range Power And Price Low End', 'Tesla Boosts Range Power And Price Of Low End Model S', 'Tesla Introduces New 75000 Car The Model S 70d', 'Tesla Model S Crash Mazda 6', 'Article 5ad3910c D32f 5f7d B4fd D8235c86b3b2', 'Tesla Boosts Range Power And Price Of Low End 6185948.php', 'Tesla Boosts Range Power And Price Of Model S Electric Car', '3', 'Survive Market Youre Inventing 173000416']"
2015-04-09,2.49,4,2.3,4,"['http://www.northjersey.com/news/business/tesla-boosts-range-power-and-price-1.1305411', 'http://aninews.in/newsdetail7/story211216/tesla-introduces-new-entry-level-model-s-70d-with-240m-range.html', 'http://www.sci-tech-today.com/news/Elon-Musk-Teases-New-Tesla-Product/story.xhtml?story_id=021001KAO8I3', 'https://in.news.yahoo.com/tesla-introduces-entry-level-model-70d-240m-range-112925758.html']","['Tesla Boosts Range Power And Price 1.1305411', 'Tesla Introduces New Entry Level Model S 70d With 240m Range', 'Story.xhtml?story Id=021001kao8i3', 'Tesla Introduces Entry Level Model 70d 240m Range 112925758']"
2015-04-10,2.37,2,0.0,2,"['http://www.theaustralian.com.au/business/latest/tesla-unveils-new-model-s-70d/story-e6frg90f-1227296848466?nk=de7363fb94914ed3cecca7c571ec989f', 'http://www.couriermail.com.au/business/breaking-news/tesla-unveils-new-model-s-70d/story-fnn9c0gx-1227296848466?nk=9f1fdd5f04e217e51e05e643733b77da']","['Story E6frg90f 1227296848466?nk=de7363fb94914ed3cecca7c571ec989f', 'Story Fnn9c0gx 1227296848466?nk=9f1fdd5f04e217e51e05e643733b77da']"
2015-04-11,1.05,1,,1,['http://business-news.thestreet.com/thestreet/story/are-teslas-short-delivery-times-a-new-sign-of-low-demand/13108057'],['13108057']
2015-04-12,-0.83,1,,1,['http://www.technologyreview.com/news/516961/how-tesla-is-driving-electric-car-innovation/'],['How Tesla Is Driving Electric Car Innovation']
2015-04-14,-1.29,1,,1,['http://www.thestreet.com/story/13111904/1/tesla-motors-tsla-stock-declines-today-on-higher-quarterly-loss-expectations.html'],['Tesla Motors Tsla Stock Declines Today On Higher Quarterly Loss Expectations']
2015-04-15,-0.02,5,2.58,4,"['http://motrolix.com/2015/04/tesla-gigafactory-jobs-to-start-at-23-an-hour/', 'http://kfyo.com/should-tesla-motors-be-allowed-to-sell-cars-direct-to-consumers-in-texas-poll/', 'https://www.wallstreet.org/2015/04/tesla-motors-inc-nasdaqtsla-sales-banned-in-texas/1411757.html', 'http://www.mlive.com/auto/index.ssf/2015/04/tesla_says_report_of_25hour_pa.html', 'https://www.wallstreet.org/2015/04/tesla-motors-inc-nasdaqtsla-paying25an-hour-for-its-gigafactory-employees/1411723.html']","['Tesla Gigafactory Jobs To Start At 23 An Hour', 'Should Tesla Motors Be Allowed To Sell Cars Direct To Consumers In Texas Poll', '1411757', 'Tesla Says Report Of 25hour Pa', '1411723']"
2015-04-16,-5.33,1,,1,['http://www.portagedailygraphic.com/2015/04/16/ex-jpmorgan-banker-charged-with-taking-us20m-from-clients'],['Ex Jpmorgan Banker Charged With Taking Us20m From Clients']
2015-04-19,-1.92,2,0.2,2,"['http://news.yahoo.com/tesla-struggling-electrify-china-car-market-052940842.html', 'http://www.gulf-times.com/qatar/178/details/435604/-tesla-struggling-to-electrify-car-market-in-china']","['Tesla Struggling Electrify China Car Market 052940842', 'Tesla Struggling To Electrify Car Market In China']"
2015-04-20,3.42,1,,1,['http://www.marketwatch.com/story/top-green-vehicle-is-a-2015-tesla-according-to-fifth-annual-aaa-green-car-guide-2015-04-20'],['Top Green Vehicle Is A 2015 Tesla According To Fifth Annual Aaa Green Car Guide 2015 04 20']
2015-04-21,-0.43,1,,1,['http://business-news.thestreet.com/thestreet/story/tesla-falls-on-price-cut-amazon-jumps-on-price-hike-tech-winners-losers/13118947'],['13118947']
2015-04-22,0.33,5,1.25,5,"['http://www.contracostatimes.com/business/ci_27960662/biz-break-yahoo-layoffs-potential-yahoo-japan-spinoff', 'http://finance.yahoo.com/news/tesla-motors-unveil-home-utility-214852025.html', 'http://www.stocktranscript.com/watch-list-celsion-corp-nasdaqclsn-fireeye-inc-nasdaqfeye-fuelcell-energy-inc-nasdaqfcel-tesla-motors-inc-nasdaqtsla-china-ming-yang-wind-power-nysemy/7803/', 'http://sanfrancisco.cbslocal.com/2015/04/22/teslas-mystery-product-may-be-battery-power-for-your-home/', 'http://www.wptz.com/money/tesla-has-a-battery-to-power-your-home/32506824']","['Biz Break Yahoo Layoffs Potential Yahoo Japan Spinoff', 'Tesla Motors Unveil Home Utility 214852025', '7803', 'Teslas Mystery Product May Be Battery Power For Your Home', '32506824']"
2015-04-23,0.2,4,1.85,4,"['http://www.bidnessetc.com/40696-why-tesla-motors-inc-tsla-should-have-been-sold-to-google-inc-googl/', 'http://national.deseretnews.com/article/4182/Google-is-in-the-car-business-and-came-close-to-buying-Tesla.html', 'http://gantdaily.com/2015/04/23/tesla-pays-elon-musk-the-minimum-wage/', 'http://www.greentechmedia.com/articles/read/in-2013-elon-musk-approached-google-in-the-hopes-of-selling-tesla']","['40696 Why Tesla Motors Inc Tsla Should Have Been Sold To Google Inc Googl', 'Google Is In The Car Business And Came Close To Buying Tesla', 'Tesla Pays Elon Musk The Minimum Wage', 'In 2013 Elon Musk Approached Google In The Hopes Of Selling Tesla']"
2015-04-24,0.93,2,0.07,2,"['http://www.technewstoday.com/23182-tesla-motors-tests-its-electric-batteries-at-walmart-stores/', 'http://www.ibtimes.com/tesla-taxis-china-adds-growing-list-countries-hailing-model-s-cab-service-1895993']","['23182 Tesla Motors Tests Its Electric Batteries At Walmart Stores', 'Tesla Taxis China Adds Growing List Countries Hailing Model S Cab Service 1895993']"
2015-04-27,0.24,3,1.0,3,"['http://wallstreetpr.com/low-earnings-estimate-fail-to-dull-investor-confidence-in-tesla-motors-incs-nasdaqtsla-35144', 'http://www.investorwired.com/sector-update-consumer-avon-products-avp-sony-sne-alliance-one-international-aoi-tesla-motors-tsla-mattel-mat/1730887', 'http://sanfrancisco.cbslocal.com/2015/04/27/tesla-stock-hits-high-point-of-2015-ahead-of-new-product-announcement/']","['Low Earnings Estimate Fail To Dull Investor Confidence In Tesla Motors Incs Nasdaqtsla 35144', '1730887', 'Tesla Stock Hits High Point Of 2015 Ahead Of New Product Announcement']"
2015-04-28,-0.56,8,1.19,8,"['http://www.theage.com.au/business/markets/us-stocks-snap-recordsetting-rally-20150427-1muq1x.html', 'http://www.abc17news.com/news/business/tesla-stock-charges-ahead-on-home-battery-hopes/32592222', 'http://www.nasdaq.com/article/us-stocks-fall-slightly-as-nasdaq-and-sp-come-off-near-record-highs-cm469931', 'http://www.thebull.com.au/articles/a/53700-us-stocks-snap-record-setting-rally.html', 'http://www.businesstimes.com.sg/stocks/us-stocks-snap-record-setting-rally', 'http://www.fin24.com/Markets/International-Markets/US-stocks-snap-record-setting-rally-20150428', 'http://www.benzinga.com/analyst-ratings/analyst-color/15/04/5451839/bank-of-america-teslas-stock-in-need-of-meaningful-reali', 'http://www.kmbz.com/Tesla-Ready-to-Move-Beyond-Cars-to-Batteries-with-/21430889']","['Us Stocks Snap Recordsetting Rally 20150427 1muq1x', '32592222', 'Us Stocks Fall Slightly As Nasdaq And Sp Come Off Near Record Highs Cm469931', '53700 Us Stocks Snap Record Setting Rally', 'Us Stocks Snap Record Setting Rally', 'Us Stocks Snap Record Setting Rally 20150428', 'Bank Of America Teslas Stock In Need Of Meaningful Reali', '21430889']"
2015-04-29,0.73,2,0.25,2,"['http://www.opptrends.com/2015/04/elon-musk-has-greater-plans-for-tesla-motors-inc-tslas-batteries/', 'http://www.autonews.com/article/20150429/OEM05/150429778/musk-bulks-up-tesla-batteries-in-leap-beyond-cars']","['Elon Musk Has Greater Plans For Tesla Motors Inc Tslas Batteries', 'Musk Bulks Up Tesla Batteries In Leap Beyond Cars']"
2015-04-30,-0.11,3,1.65,3,"['http://www.menafn.com/1094197527/US-Tesla-to-invest-in-Japanese-charging-infrastructure', 'http://www.benzinga.com/analyst-ratings/analyst-color/15/04/5458295/the-6-best-tesla-analysts', 'http://learnbonds.com/fiat-chrysler-wants-an-automotive-apple-inc/117925/']","['Us Tesla To Invest In Japanese Charging Infrastructure', 'The 6 Best Tesla Analysts', '117925']"
