date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2016-03-24,1.51,2,0.21,2,"['http://www.nasdaq.com/article/celebrate-your-retirement-by-purchasing-these-3-stocks-cm597497', 'http://www.foxbusiness.com/markets/2016/03/24/celebrate-your-retirement-by-purchasing-these-3-stocks.html']","['Celebrate Your Retirement By Purchasing These 3 Stocks Cm597497', 'Celebrate Your Retirement By Purchasing These 3 Stocks']"
2016-04-01,0.19,1,,1,['http://seekingalpha.com/article/3962578-sell-verizon-realty-income-fooling'],['3962578 Sell Verizon Realty Income Fooling']
2016-04-04,0.13,1,,1,['http://www.fool.com/investing/general/2016/04/04/does-a-constantly-rising-dividend-make-this-reit-a.aspx?source=iedfolrf0000001'],['Does A Constantly Rising Dividend Make This Reit A.aspx?source=iedfolrf0000001']
2016-04-10,-2.08,1,,1,['http://seekingalpha.com/article/3964197-expecting-realty-incomes-price-drop-explore-options'],['3964197 Expecting Realty Incomes Price Drop Explore Options']
2016-04-14,0.4,1,,1,['http://www.stocktranscript.com/watch-list-argos-therapeutics-inc-nasdaqargs-realty-income-corporation-nyseo-valeant-pharmaceuticals-intl-inc-nysevrx-engility-holdings-inc-nyseegl/81810/'],['81810']
2016-04-17,4.1,1,,1,['http://www.gurufocus.com/stock/NYSE:OGS'],['Nyse:ogs']
2016-04-20,2.45,1,,1,['http://seekingalpha.com/article/3966646-ddr-continues-optimize-portfolio'],['3966646 Ddr Continues Optimize Portfolio']
2016-04-27,0.96,1,,1,['http://www.nasdaq.com/article/realty-income-corp-q1-profit-rises--quick-facts-20160426-01641'],['Realty Income Corp Q1 Profit Rises Quick Facts 20160426 01641']
2016-05-03,0.1,2,0.14,2,"['http://www.nasdaq.com/article/taubman-centers-tco-misses-on-q1-ffo-will-stock-rise-cm615120', 'http://seekingalpha.com/article/3970672-3-takeaways-realty-incomes-earnings-call']","['Taubman Centers Tco Misses On Q1 Ffo Will Stock Rise Cm615120', '3970672 3 Takeaways Realty Incomes Earnings Call']"
2016-05-11,-0.34,1,,1,['http://www.investopedia.com/articles/etfs-mutual-funds/051116/real-estate-investing-3-methods-exposure-other-physical-assets-o-vnq.asp'],['Real Estate Investing 3 Methods Exposure Other Physical Assets O Vnq.asp']
2016-05-19,1.05,1,,1,['http://seekingalpha.com/article/3976271-winning-fed-selloff-cramers-mad-money-5-18-16'],['3976271 Winning Fed Selloff Cramers Mad Money 5 18 16']
2016-05-26,2.44,1,,1,['http://www.forbes.com/sites/brettowens/2016/05/25/9-stocks-to-buy-before-this-summers-rate-hike/'],['9 Stocks To Buy Before This Summers Rate Hike']
2016-06-15,0.71,1,,1,['http://investorplace.com/2016/06/the-summer-rate-hikes-off-heres-what-to-buy-now/'],['The Summer Rate Hikes Off Heres What To Buy Now']
2016-06-20,0.31,1,,1,['http://investorplace.com/2016/06/4-dividend-stocks-increasing-payouts-o-wpc-ahp-istr/'],['4 Dividend Stocks Increasing Payouts O Wpc Ahp Istr']
2016-06-23,0.92,1,,1,['http://seekingalpha.com/article/3983825-just-buy-vnq-done'],['3983825 Just Buy Vnq Done']
2016-06-25,-0.31,1,,1,['http://www.forbes.com/sites/bradthomas/2016/06/25/no-brexit-bargains-for-u-s-reit-investors/'],['No Brexit Bargains For U S Reit Investors']
2016-06-26,-1.84,2,0.0,2,"['http://www.wgrz.com/news/nation-now/why-its-too-late-to-panic-about-brexit/255913985', 'http://www.wzzm13.com/news/nation-now/why-its-too-late-to-panic-about-brexit/255914377']","['255913985', '255914377']"
2016-06-27,0.55,1,,1,['http://seekingalpha.com/article/3984447-thanks-brexit-cooling-markets'],['3984447 Thanks Brexit Cooling Markets']
2016-07-06,-0.07,1,,1,['http://seekingalpha.com/article/3986452-done-lately'],['3986452 Done Lately']
2016-07-13,0.95,1,,1,['http://www.fool.com/investing/2016/07/12/5-top-real-estate-stocks-to-buy-in-2016.aspx?source=iedfolrf0000001'],['5 Top Real Estate Stocks To Buy In 2016.aspx?source=iedfolrf0000001']
2016-07-18,0.84,2,0.13,2,"['http://reviewfortune.com/2016/07/18/realty-income-corporation-nyseo-insider-activities-are-in-the-air/', 'http://seekingalpha.com/article/3989150-realty-income-patient']","['Realty Income Corporation Nyseo Insider Activities Are In The Air', '3989150 Realty Income Patient']"
2016-07-21,1.03,1,,1,['http://seekingalpha.com/article/3990112-importance-unique-investment-process'],['3990112 Importance Unique Investment Process']
2016-07-24,0.67,1,,1,['http://www.fool.com/investing/2016/07/24/7-monthly-dividend-stocks-for-income-investors.aspx?source=iedfolrf0000001'],['7 Monthly Dividend Stocks For Income Investors.aspx?source=iedfolrf0000001']
2016-07-28,1.49,1,,1,['http://www.forbes.com/sites/brettowens/2016/07/27/7-monthly-dividend-payers-at-10-15-discounts/'],['7 Monthly Dividend Payers At 10 15 Discounts']
2016-08-01,-1.05,1,,1,['http://seekingalpha.com/article/3994185-beware-yields-good-true-part-ii'],['3994185 Beware Yields Good True Part Ii']
2016-08-02,0.07,2,0.99,2,"['http://seekingalpha.com/article/3994300-reits-terrible-throw-dividend-trash', 'http://www.directorstalkinterviews.com/realty-income-corp-16-1-potential-decrease-now-implied-wunderlich/412707169']","['3994300 Reits Terrible Throw Dividend Trash', '412707169']"
2016-08-11,2.05,1,,1,['http://www.nasdaq.com/article/3-reasons-realty-incomes-stock-could-rise-cm664202'],['3 Reasons Realty Incomes Stock Could Rise Cm664202']
2016-08-17,0.3,1,,1,['http://seekingalpha.com/article/4000181-chart-day-equity-reits-bdcs-heading-completely-different-directions'],['4000181 Chart Day Equity Reits Bdcs Heading Completely Different Directions']
2016-09-03,0.78,1,,1,['http://seekingalpha.com/article/4003911-goldilocks-global-growth-and-commodity-stocks'],['4003911 Goldilocks Global Growth And Commodity Stocks']
2016-09-07,0.0,1,,1,['http://www.nasdaq.com/article/3-reits-to-consider-today-wpc-apts-stag-cm675761'],['3 Reits To Consider Today Wpc Apts Stag Cm675761']
2016-09-12,-0.52,1,,1,['http://seekingalpha.com/article/4005557-market-volatility-creates-opportunities-blue-chip-reits'],['4005557 Market Volatility Creates Opportunities Blue Chip Reits']
2016-09-27,1.97,1,,1,['http://www.gurufocus.com/stock/NYSE:OXM'],['Nyse:oxm']
2016-09-28,0.0,1,,1,['http://www.foxbusiness.com/markets/2016/09/28/10-reasons-to-buy-realty-income-and-never-sell.html'],['10 Reasons To Buy Realty Income And Never Sell']
2016-10-03,2.17,1,,1,['http://investorplace.com/2016/10/eleven-dividend-growth-companies-showering-investors-with-more-cash/'],['Eleven Dividend Growth Companies Showering Investors With More Cash']
2016-10-06,-1.41,2,0.0,1,"['http://seekingalpha.com/article/4010625-retirees-risk-10-percent-now-hope-10-percent-later', 'http://seekingalpha.com/article/4010620-buy-bad-boys-banking-citi-bank-america-5-reasons-4-risks-3-time-frames']","['4010625 Retirees Risk 10 Percent Now Hope 10 Percent Later', '4010620 Buy Bad Boys Banking Citi Bank America 5 Reasons 4 Risks 3 Time Frames']"
2016-10-11,2.99,1,,1,['http://seekingalpha.com/article/4011503-free-market-capitalist-september-dividend-income'],['4011503 Free Market Capitalist September Dividend Income']
2016-10-18,-2.43,1,,1,['http://seekingalpha.com/article/4012730-stags-big-dividend-unique-risk-worth-considering'],['4012730 Stags Big Dividend Unique Risk Worth Considering']
2016-10-20,1.51,1,,1,['http://seekingalpha.com/article/4013368-3-new-monthly-mailbox-money-reits'],['4013368 3 New Monthly Mailbox Money Reits']
2016-10-25,0.23,1,,1,['http://www.fool.com/investing/2016/10/24/3-top-reit-stocks-with-high-dividend-yields-to-buy.aspx?source=iedfolrf0000001'],['3 Top Reit Stocks With High Dividend Yields To Buy.aspx?source=iedfolrf0000001']
2016-10-31,1.91,1,,1,['http://www.forbes.com/sites/bradthomas/2016/10/31/ho-ho-ho-its-magic/'],['Ho Ho Ho Its Magic']
2016-11-04,0.13,1,,1,['http://www.foxbusiness.com/markets/2016/11/04/this-top-dividend-stock-is-safer-than-may-think.html'],['This Top Dividend Stock Is Safer Than May Think']
2016-11-29,1.1,1,,1,['http://seekingalpha.com/article/4026816-surprise-swans-outperform'],['4026816 Surprise Swans Outperform']
2016-12-05,2.4,1,,1,['http://www.insidermonkey.com/blog/five-consistent-dividend-payers-raising-distributions-to-shareholders-498857/'],['Five Consistent Dividend Payers Raising Distributions To Shareholders 498857']
2016-12-13,3.18,1,,1,['http://www.insidermonkey.com/blog/duluth-holdings-inc-dlth-are-hedge-funds-right-about-this-stock-504608/'],['Duluth Holdings Inc Dlth Are Hedge Funds Right About This Stock 504608']
2016-12-16,1.08,1,,1,['http://seekingalpha.com/article/4030881-greedy-others-fearful'],['4030881 Greedy Others Fearful']
2016-12-19,1.24,1,,1,['http://www.nasdaq.com/article/4-stocks-insiders-are-loading-up-on-and-you-should-too-cm723349'],['4 Stocks Insiders Are Loading Up On And You Should Too Cm723349']
2016-12-20,1.26,1,,1,['http://seekingalpha.com/article/4031547-w-p-carey-feeling-greedy-fearful'],['4031547 W P Carey Feeling Greedy Fearful']
2016-12-21,-0.71,1,,1,['http://istreetwire.com/2016/12/20/stocks-in-focus-waste-management-inc-wm-helios-and-matheson-analytics-inc-hmny-diamond-offshore-drilling-inc-do/'],['Stocks In Focus Waste Management Inc Wm Helios And Matheson Analytics Inc Hmny Diamond Offshore Drilling Inc Do']
2016-12-23,-1.16,1,,1,['http://seekingalpha.com/article/4032330-cry-river'],['4032330 Cry River']
2016-12-30,-0.21,1,,1,['http://host.madison.com/business/investment/markets-and-stocks/these-stocks-just-raised-their-dividends/article_ae97ed75-5654-5118-a3a5-f9183fb20088.html'],['Article Ae97ed75 5654 5118 A3a5 F9183fb20088']
