date,avg_sentiment,article_count,sentiment_std,unique_sources,article_urls,headlines
2019-01-11,1.9,2,1.19,2,"['https://www.zerohedge.com/news/2019-01-11/after-years-charging-1000s-full-self-driving-tesla-admits-still-very-far-away', 'https://www.barrons.com/articles/sheldon-whitehouse-buys-tesla-stock-sells-apple-51547227936']","['After Years Charging 1000s Full Self Driving Tesla Admits Still Very Far Away', 'Sheldon Whitehouse Buys Tesla Stock Sells Apple 51547227936']"
2019-01-12,-1.66,1,,1,['http://www.msn.com/en-us/money/markets/could-tesla-be-a-millionaire-maker-stock/ar-BBS7YQc'],['Ar Bbs7yqc']
2019-01-16,0.01,2,2.19,2,"['https://www.engadget.com/2019/01/16/tesla-ev-charger-nema-plug/', 'http://www.benzinga.com/topic/usa-today']","['Tesla Ev Charger Nema Plug', 'Usa Today']"
2019-01-17,6.08,3,1.69,3,"['https://www.slashgear.com/tesla-referral-program-ends-elon-musk-too-costly-17562644/', 'https://www.newstimes.com/technology/businessinsider/article/Tesla-is-ending-its-popular-referral-program-that-13541466.php', 'https://www.popularmechanics.com/cars/hybrid-electric/a25935810/tesla-ends-customer-referral-program/']","['Tesla Referral Program Ends Elon Musk Too Costly 17562644', 'Tesla Is Ending Its Popular Referral Program That 13541466.php', 'Tesla Ends Customer Referral Program']"
2019-01-18,0.36,29,1.67,25,"['https://www.breitbart.com/tech/2019/01/17/elon-musk-ends-popular-tesla-customer-referral-plan/', 'https://www.thewestmorlandgazette.co.uk/news/national/17368184.electric-car-maker-tesla-to-cut-workforce-by-7/', 'https://www.krdo.com/lifestyle/automotive/tesla-slashing-its-workforce-by-7/980185807', 'https://www.nbc-2.com/story/39813292/tesla-is-slashing-its-workforce-by-7-percent', 'https://finance.yahoo.com/news/tesla-cut-7-percent-jobs-103311274.html', 'https://www.cnbc.com/2019/01/18/elon-musk-tesla-email-to-employees-about-job-cuts.html', 'https://www.wfmz.com/news/tesla-slashing-its-workforce-by-7/980171583', 'https://www.breakingnews.ie/business/electric-car-maker-tesla-to-cut-workforce-by-7-898412.html', 'https://www.tribstar.com/region/tesla-plans-pct-staff-cut-says-road-ahead-very-difficult/article_8cce6e3a-5fd4-56f8-b6b6-6d85106aec07.html', 'https://tucson.com/news/national/tesla-plans-pct-staff-cut-says-road-ahead-very-difficult/article_89a0eaee-2b4c-596a-93db-ffa2aa5c7cff.html', 'https://www.nbc-2.com/story/39812915/netflix-numbers-ryanair-warning-tesla-layoffs', 'https://www.marketwatch.com/story/tesla-warns-on-q4-profit-cutting-jobs-to-pull-down-model-3-price-2019-01-18', 'https://finance.yahoo.com/news/tesla-cut-7-percent-jobs-103311804.html', 'https://www.coast1009.com/business-news/tesla-plans-7-pct-staff-cut-says-road-ahead-very-difficult/', 'https://www.nbc-2.com/story/39813113/tesla-is-slashing-its-workforce-by-7', 'http://www.latimes.com/business/la-fi-tesla-cuts-20190118-story.html', 'https://www.express.co.uk/finance/city/1074145/Tesla-electric-car-jobs-Elon-Musk-Model-3-production', 'https://www.gjsentinel.com/news/us/tesla-plans-pct-staff-cut-says-road-ahead-very-difficult/article_59a457a5-3fd0-5eff-a962-37628834eed9.html', 'https://www.fox30jax.com/news/business/tesla-plans-7-pct-staff-cut-says-road-ahead-very-difficult/906315663', 'http://fortune.com/2019/01/18/elon-musk-tesla-job-cuts-model-3-price/', 'https://www.sfgate.com/business/article/Tesla-to-cut-7-percent-of-jobs-to-lower-Model-3-13543776.php', 'https://www.insidercarnews.com/tesla-model-y-rumors-firing-up/', 'https://www.thetruthaboutcars.com/2019/01/tesla-slashes-workforce-kills-referral-program-in-ongoing-search-for-cash/', 'https://www.business-standard.com/article/international/wall-street-set-for-fourth-straight-week-of-gains-on-trade-optimism-119011801157_1.html', 'https://www.thewrap.com/tesla-cuts-3000-jobs-stock-sinks/', 'https://www.wgrz.com/article/money/business/tesla-plans-7-staff-cut-says-road-ahead-very-difficult/71-c1e5bd26-26f1-42cb-9208-99ebc4b36c06', 'https://www.cnbc.com/2019/01/18/stocks-making-the-biggest-moves-midday-netflix-boeing-tesla-eli-lilly--more.html', 'https://www.recode.net/2019/1/18/18188240/tesla-layoffs-model-3-too-expensive-elon-musk', 'https://lasvegassun.com/news/2019/jan/18/tesla-plans-7-percent-staff-cut-says-road-ahead-ve/']","['Elon Musk Ends Popular Tesla Customer Referral Plan', '17368184.electric Car Maker Tesla To Cut Workforce By 7', '980185807', 'Tesla Is Slashing Its Workforce By 7 Percent', 'Tesla Cut 7 Percent Jobs 103311274', 'Elon Musk Tesla Email To Employees About Job Cuts', '980171583', 'Electric Car Maker Tesla To Cut Workforce By 7 898412', 'Article 8cce6e3a 5fd4 56f8 B6b6 6d85106aec07', 'Article 89a0eaee 2b4c 596a 93db Ffa2aa5c7cff', 'Netflix Numbers Ryanair Warning Tesla Layoffs', 'Tesla Warns On Q4 Profit Cutting Jobs To Pull Down Model 3 Price 2019 01 18', 'Tesla Cut 7 Percent Jobs 103311804', 'Tesla Plans 7 Pct Staff Cut Says Road Ahead Very Difficult', 'Tesla Is Slashing Its Workforce By 7', 'La Fi Tesla Cuts 20190118 Story', 'Tesla Electric Car Jobs Elon Musk Model 3 Production', 'Article 59a457a5 3fd0 5eff A962 37628834eed9', '906315663', 'Elon Musk Tesla Job Cuts Model 3 Price', 'Tesla To Cut 7 Percent Of Jobs To Lower Model 3 13543776.php', 'Tesla Model Y Rumors Firing Up', 'Tesla Slashes Workforce Kills Referral Program In Ongoing Search For Cash', 'Wall Street Set For Fourth Straight Week Of Gains On Trade Optimism 119011801157 1', 'Tesla Cuts 3000 Jobs Stock Sinks', '71 C1e5bd26 26f1 42cb 9208 99ebc4b36c06', 'Stocks Making The Biggest Moves Midday Netflix Boeing Tesla Eli Lilly More', 'Tesla Layoffs Model 3 Too Expensive Elon Musk', 'Tesla Plans 7 Percent Staff Cut Says Road Ahead Ve']"
2019-01-19,0.58,4,0.86,4,"['https://www.mprnews.org/story/2019/01/18/npr-tesla-cuts-3-000-jobs-as-elon-musk-aims-to-make-more-cars-for-less-money', 'https://www.coast1009.com/business-news/vf-cvs-health-and-jb-hunt-jump-while-netflix-falls/', 'http://alongtheboards.com/2019/01/19/elon-musk-announces-tesla-will-cut-around-3-000-jobs.html', 'https://www.bruneinews.net/news/259095750/tesla-to-cut-7-of-workforce-amid-tough-profit-outlook']","['Npr Tesla Cuts 3 000 Jobs As Elon Musk Aims To Make More Cars For Less Money', 'Vf Cvs Health And Jb Hunt Jump While Netflix Falls', 'Elon Musk Announces Tesla Will Cut Around 3 000 Jobs', 'Tesla To Cut 7 Of Workforce Amid Tough Profit Outlook']"
2019-01-20,1.37,1,,1,['https://www.srilankasource.com/news/259102825/tesla-working-hard-to-reduce-cost-of-cars-ceo-sees-difficulties-ahead'],['Tesla Working Hard To Reduce Cost Of Cars Ceo Sees Difficulties Ahead']
2019-01-21,1.6,2,2.43,2,"['https://www.nextbigfuture.com/2019/01/will-tesla-and-elon-musk-win-in-2019.html', 'https://www.dailypolitical.com/2019/01/21/teslas-tsla-sell-rating-reiterated-at-ubs-group.html']","['Will Tesla And Elon Musk Win In 2019', 'Teslas Tsla Sell Rating Reiterated At Ubs Group']"
2019-01-22,0.37,4,2.25,4,"['https://oilprice.com/Latest-Energy-News/World-News/Tesla-To-Start-Model-3-Deliveries-To-Europe-In-February.html', 'https://www.oann.com/exclusive-tesla-in-talks-with-chinas-lishen-over-shanghai-battery-contract-sources/', 'https://www.clickittefaq.com/tesla-in-talks-with-chinas-lishen-over-shanghai-battery-contract/', 'https://www.theglobeandmail.com/business/international-business/asia-pacific-business/article-tesla-says-it-received-battery-quotes-from-chinas-lishen-but-no-deal/']","['Tesla To Start Model 3 Deliveries To Europe In February', 'Exclusive Tesla In Talks With Chinas Lishen Over Shanghai Battery Contract Sources', 'Tesla In Talks With Chinas Lishen Over Shanghai Battery Contract', 'Article Tesla Says It Received Battery Quotes From Chinas Lishen But No Deal']"
2019-01-23,1.13,2,0.14,2,"['https://www.multifamilybiz.com/PressReleases/9312/Lee__AssociatesLA_NorthVentura_Transacts_Sale_of_M...', 'https://seekingalpha.com/article/4234993-tesla-tale-vehicle-registrations-continues']","['Lee Associatesla Northventura Transacts Sale Of M...', '4234993 Tesla Tale Vehicle Registrations Continues']"
2019-01-24,-0.32,2,1.43,2,"['http://www.theedgemarkets.com/article/wall-st-edges-higher-upbeat-earnings-dampened-trade-shutdown-woes', 'http://www.autospies.com/news/Tesla-Layoffs-Primarily-Affecting-Model-S-And-Model-X-Team-Workers-98302/']","['Wall St Edges Higher Upbeat Earnings Dampened Trade Shutdown Woes', 'Tesla Layoffs Primarily Affecting Model S And Model X Team Workers 98302']"
2019-01-28,0.43,6,2.22,6,"['https://cleantechnica.com/2019/01/27/that-time-one-shareholder-sold-7-of-teslas-shares-cleantechnica-exclusive/', 'https://www.columbiadailyherald.com/news/20190127/tesla-cuts-seven-percent-of-staff-sees-8216very-difficult8217-road-ahead', 'https://www.marketscreener.com/news/Overlap-of-Tech-Earnings-Trade-Talks-Fed-Meeting-Will-Test-Stocks--27923366/', 'https://finheadlines.com/2019/01/28/apple-com-aapl-holder-legacy-capital-partners-cut-its-position-as-share-price-declined-nv5-global-nvee-market-value-declined-while-sei-investments-company-lowered-by-427022-its-holding/', 'https://www.pakwheels.com/blog/watch-tesla-model-3-owners-review/', 'https://finance.yahoo.com/news/saudi-arabias-pif-slashes-exposure-170424530.html']","['That Time One Shareholder Sold 7 Of Teslas Shares Cleantechnica Exclusive', 'Tesla Cuts Seven Percent Of Staff Sees 8216very Difficult8217 Road Ahead', 'Overlap Of Tech Earnings Trade Talks Fed Meeting Will Test Stocks 27923366', 'Apple Com Aapl Holder Legacy Capital Partners Cut Its Position As Share Price Declined Nv5 Global Nvee Market Value Declined While Sei Investments Company Lowered By 427022 Its Holding', 'Watch Tesla Model 3 Owners Review', 'Saudi Arabias Pif Slashes Exposure 170424530']"
2019-01-29,1.02,2,0.74,2,"['https://seekingalpha.com/article/4236311-tesla-bears-beware', 'https://www.thestreet.com/investing/stocks/trading-tesla-stock-with-earnings-on-deck-14848968']","['4236311 Tesla Bears Beware', 'Trading Tesla Stock With Earnings On Deck 14848968']"
2019-01-30,3.65,2,1.32,2,"['https://www.cnbc.com/2019/01/30/trader-bets-tesla-could-see-a-double-digit-surge-post-earnings.html', 'https://www.caranddriver.com/news/a26087061/tesla-model-s-x-price-battery-2019/']","['Trader Bets Tesla Could See A Double Digit Surge Post Earnings', 'Tesla Model S X Price Battery 2019']"
2019-01-31,1.46,15,1.65,15,"['https://www.investing.com/news/stock-market-news/tesla-beats-on-revenue-profit-falls-short-1764025', 'https://www.rgj.com/story/news/2019/01/30/tesla-fourth-quarter-earnings-model-3-model-y-elon-musk/2727034002/', 'https://www.washingtonpost.com/business/technology/tesla-posts-small-4q-profit-tougher-times-ahead/2019/01/30/17a1d752-24d6-11e9-b5b4-1d18dfb7b084_story.html', 'https://www.kvia.com/news/us-world/tesla-posts-backtoback-quarterly-profits-but-investors-wanted-more/995832068', 'https://buffalonews.com/2019/01/30/tesla-hedges-on-timetable-for-solar-roof-production-increase-in-buffalo/', 'https://www.sfgate.com/technology/businessinsider/article/Tesla-says-it-s-likely-going-to-build-its-next-13575010.php', 'https://www.fastcompany.com/90299621/can-elon-musk-juggle-tesla-out-of-debt', 'https://wccftech.com/tesla-reports-second-consecutive-profitable-quarter-but-shares-slide-after-missing-profit-target/', 'https://www.kion546.com/news/national-world/tesla-posts-backtoback-quarterly-profits-but-investors-wanted-more/995832257', 'https://uk.reuters.com/article/uk-tesla-electric-results/tesla-sees-profit-in-every-2019-quarter-but-faces-logistics-risks-idUKKCN1PO2X7', 'https://www.metro.us/news/reuters/tesla-sees-profit-in-every-2019-quarter-but-faces-logistics-risks-0', 'https://www.wral.com/tesla-posts-profit-in-first-earnings-report-of-2019/18158778/', 'http://www.smetimes.in/smetimes/news/global-business/2019/Jan/31/tesla-ceo42893.html', 'https://kbzk.com/cnn-business-consumer/2019/01/31/fed-boosts-markets-ges-big-test-tesla-slumps/', 'https://klewtv.com/news/auto-matters/tesla-posts-small-4q-profit-expects-to-make-money-this-year']","['Tesla Beats On Revenue Profit Falls Short 1764025', '2727034002', '17a1d752 24d6 11e9 B5b4 1d18dfb7b084 Story', '995832068', 'Tesla Hedges On Timetable For Solar Roof Production Increase In Buffalo', 'Tesla Says It S Likely Going To Build Its Next 13575010.php', 'Can Elon Musk Juggle Tesla Out Of Debt', 'Tesla Reports Second Consecutive Profitable Quarter But Shares Slide After Missing Profit Target', '995832257', 'Tesla Sees Profit In Every 2019 Quarter But Faces Logistics Risks Idukkcn1po2x7', 'Tesla Sees Profit In Every 2019 Quarter But Faces Logistics Risks 0', '18158778', 'Tesla Ceo42893', 'Fed Boosts Markets Ges Big Test Tesla Slumps', 'Tesla Posts Small 4q Profit Expects To Make Money This Year']"
2019-02-01,1.8,5,2.3,4,"['https://www.techspot.com/community/topics/tesla-rolls-out-new-model-s-and-x-cars-with-software-locked-batteries.251673/', 'https://www.reuters.com/article/us-tesla-electric-breakingviews/breakingviews-teslas-2019-becoming-a-matter-of-flourish-or-fold-idUSKCN1PO369', 'https://www.techspot.com/news/78523-tesla-electric-suv-model-y-begin-production-2020.html', 'https://www.france24.com/en/20190131-musk-releases-all-tesla-patents-help-save-earth', 'https://interestingengineering.com/tesla-celebrates-back-to-back-profit-for-the-first-time']","['Tesla Rolls Out New Model S And X Cars With Software Locked Batteries.251673', 'Breakingviews Teslas 2019 Becoming A Matter Of Flourish Or Fold Iduskcn1po369', '78523 Tesla Electric Suv Model Y Begin Production 2020', '20190131 Musk Releases All Tesla Patents Help Save Earth', 'Tesla Celebrates Back To Back Profit For The First Time']"
2019-02-02,-0.46,3,2.92,3,"['https://finance.yahoo.com/news/ceos-saying-possibility-recession-050000905.html', 'https://www.firstpost.com/tech/auto/tesla-to-start-taking-orders-for-lower-priced-version-of-model-3-in-china-6013211.html', 'https://www.thehour.com/technology/businessinsider/article/Tesla-has-booked-two-straight-quarters-of-profits-13583598.php']","['Ceos Saying Possibility Recession 050000905', 'Tesla To Start Taking Orders For Lower Priced Version Of Model 3 In China 6013211', 'Tesla Has Booked Two Straight Quarters Of Profits 13583598.php']"
2019-02-03,0.94,2,0.25,2,"['https://www.forbes.com/sites/jeffmcmahon/2019/02/03/5-kinds-of-motorists-california-wants-to-put-in-electric-vehicles/', 'https://cleantechnica.com/2019/02/02/350000-mile-tesla-model-x-tesla-model-3-handling-science-on-solar-price-collapse-cleantechnica-top-20/']","['5 Kinds Of Motorists California Wants To Put In Electric Vehicles', '350000 Mile Tesla Model X Tesla Model 3 Handling Science On Solar Price Collapse Cleantechnica Top 20']"
